rank,release_date,title,production_budget,worlwide_gross,domestic_gross
2026,03/06/87,The Untouchables,25000000,76270454,76270454
4282,3/13/1987,Evil Dead II,3500000,5923044,5923044
4209,3/31/1987,The Barbarians,4000000,800000,800000
4827,04/09/87,The Offspring,1100000,1355728,1355728
1400,5/15/1987,Ishtar,40000000,14375181,14375181
2310,5/20/1987,Beverly Hills Cop II,20000000,276665036,153665036
2806,06/03/87,Lethal Weapon,15000000,120192350,65192350
1877,06/11/87,Cry Freedom,29000000,25899797,5899797
4523,6/19/1987,The Brave Little Toaster,2300000,0,0
2227,6/24/1987,Spaceballs,22700000,38119483,38119483
2213,7/17/1987,Jaws 4: The Revenge,23000000,15728335,15728335
3040,7/17/1987,RoboCop,13000000,53424681,53424681
2697,7/24/1987,Superman IV: The Quest for Peace,17000000,11227824,11227824
3803,7/24/1987,La Bamba,6500000,54215416,54215416
1337,7/31/1987,The Living Daylights,40000000,191200000,51185000
3572,7/31/1987,The Lost Boys,8500000,32222567,32222567
4649,08/05/87,River's Edge,1900000,4600000,4600000
2959,9/18/1987,Fatal Attraction,14000000,320100000,156645693
4850,9/18/1987,Hellraiser,1000000,14564000,14564000
2839,9/25/1987,The Princess Bride,15000000,30857000,30857000
2717,11/12/87,Wall Street,16500000,43848100,43848100
1783,11/13/1987,The Running Man,30000000,38122000,38122000
2050,11/20/1987,The Last Emperor,25000000,43988888,43984987
4364,11/20/1987,Teen Wolf Too,3000000,7888000,7888000
2791,11/25/1987,3 Men and a Baby,15000000,167780960,167780960
2576,12/06/87,Predator,18000000,98267558,59735548
3031,12/23/1987,Good Morning Vietnam,13000000,123922370,123922370
2100,01/04/88,Bright Lights Big City,25000000,16118077,16118077
3994,01/10/88,Halloween 4: The Return of Michael Myers,5000000,17768757,17768757
4200,01/12/88,Talk Radio,4000000,3468572,3468572
3825,1/15/1988,Return of the Living Dead Part II,6200000,9205924,9205924
4711,2/26/1988,Bloodsport,1500000,11806119,11806119
2567,03/06/88,Big,18000000,151668774,114968774
2801,3/30/1988,Beetle Juice,15000000,73326666,73326666
4215,04/03/88,Prison,4000000,354704,354704
4179,04/11/88,They Live,4000000,13000000,13000000
4102,4/22/1988,Lady in White,4700000,1705139,1705139
4445,5/13/1988,Friday the 13th Part VII: The New Blood,2800000,19170001,19170001
884,5/25/1988,Rambo III,58000000,188715611,53715611
2962,5/25/1988,Crocodile Dundee 2,14000000,239606210,109306210
638,6/22/1988,Who Framed Roger Rabbit?,70000000,351500000,154112492
1885,7/15/1988,Die Hard,28000000,139109346,81350242
1781,7/20/1988,Midnight Run,30000000,81613606,38413606
4366,08/07/88,Phantasm II,3000000,7282851,7282851
3041,8/19/1988,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
3519,09/11/88,Child's Play,9000000,44196684,33244684
2755,09/12/88,My Stepmother Is an Alien,16000000,13854000,13854000
2795,09/12/88,Twins,15000000,216600000,111936388
3497,10/06/88,Poltergeist III,9500000,14114000,14114000
3851,10/21/1988,Mystic Pizza,6000000,12793213,12793213
3119,11/18/1988,The Land Before Time,12300000,81972846,48092846
1667,11/23/1988,Scrooged,32000000,59450353,59450353
3727,12/02/88,Action Jackson,7000000,20257000,20257000
3849,12/02/88,School Daze,6000000,14545844,14545844
3045,12/08/88,Young Guns,13000000,44726644,44726644
3743,12/08/88,The Last Temptation of Christ,7000000,8373585,8373585
2008,12/16/1988,Rain Man,25000000,412800000,172825435
2974,12/21/1988,Dangerous Liaisons,14000000,34700000,34700000
2886,01/03/89,New York Stories,15000000,10763469,10763469
2724,02/06/89,Dead Poets Society,16400000,239500000,95860116
3319,2/17/1989,Bill & Ted's Excellent Adventure,10000000,40485039,40485039
2622,3/22/1989,Troop Beverly Hills,18000000,7190505,7190505
4793,04/08/89,Sex Lies and Videotape,1200000,36741667,24741667
3235,4/21/1989,Pet Sematary,11500000,57469179,57469179
3340,5/19/1989,Road House,10000000,30050028,30050028
1124,5/24/1989,Indiana Jones and the Last Crusade,48000000,474171806,197171806
1510,6/23/1989,Batman,35000000,411348924,251188924
3839,6/30/1989,Do the Right Thing,6000000,26004026,26004026
3248,07/04/89,Major League,11000000,49793054,49793054
1260,7/14/1989,Licence to Kill,42000000,156167015,34667015
2726,7/14/1989,When Harry Met Sally…,16000000,92961960,92823546
4028,7/21/1989,UHF,5000000,6157157,6157157
4002,7/28/1989,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,14343976
4710,08/09/89,Kickboxer,1500000,14533681,14533681
3532,08/11/89,Henry V,9000000,10176701,10161099
1758,09/06/89,Star Trek V: The Final Frontier,30000000,70200000,52210049
662,09/08/89,The Abyss,70000000,54243125,54243125
2532,9/15/1989,Sea of Love,19000000,58571513,58571513
1765,9/22/1989,Black Rain,30000000,45892212,45892212
3856,10/13/1989,Halloween 5: The Revenge of Michael Myers,6000000,11642254,11642254
3843,11/08/89,A Nightmare On Elm Street: The Dream Child,6000000,22168359,22168359
1744,11/17/1989,Harlem Nights,30000000,95857262,60857262
1285,11/22/1989,Back to the Future Part II,40000000,332000000,118450002
2595,12/13/1989,Glory,18000000,26593580,26593580
3677,12/13/1989,Driving Miss Daisy,7500000,106593296,106593296
2451,12/15/1989,We're No Angels,20000000,10555348,10555348
2963,12/20/1989,Born on the Fourth of July,14000000,70001698,70001698
5281,12/20/1989,Roger & Me,140000,6706368,6706368
933,12/22/1989,Tango & Cash,55000000,63408614,63408614
4699,12/31/1989,Out of the Dark,1600000,419428,419428
714,01/06/90,Total Recall,65000000,261400000,119394839
3368,1/19/1990,Tremors,10000000,16667084,16667084
1711,02/03/90,The Hunt for Red October,30000000,200500000,120709866
3675,2/23/1990,The Blood of Heroes,7700000,882290,882290
644,03/07/90,Die Hard 2,70000000,239814025,117323878
3370,03/08/90,Mo' Better Blues,10000000,16153000,16153000
5121,03/08/90,Metropolitan,430000,2938000,2938000
2958,3/23/1990,Pretty Woman,14000000,432645872,178406268
3019,3/30/1990,Teenage Mutant Ninja Turtles,13500000,202000000,135265915
4352,4/27/1990,Spaced Invaders,3000000,15000000,15000000
1300,5/24/1990,Back to the Future Part III,40000000,244088654,88055283
1061,6/15/1990,Gremlins 2: The New Batch,50000000,41476097,41476097
1142,6/15/1990,Dick Tracy,47000000,162738726,103738726
796,6/27/1990,Days of Thunder,60000000,157670733,82670733
2338,07/12/90,Edward Scissorhands,20000000,53976987,53976987
2231,7/13/1990,Ghost,22000000,517600000,217631306
1699,7/18/1990,Arachnophobia,31000000,53208180,53208180
2528,09/11/90,Dances with Wolves,19000000,424200000,184208842
3053,09/11/90,Child's Play 2,13000000,34166572,26904572
2046,9/19/1990,Goodfellas,25000000,46777347,46743809
3752,9/28/1990,Dark Angel,7000000,4372561,4372561
1974,10/08/90,Flatliners,26000000,61308153,61308153
2399,10/19/1990,Quigley Down Under,20000000,21413105,21413105
4154,10/19/1990,Night of the Living Dead,4200000,5835247,5835247
1122,11/07/90,The Adventures of Ford Fairlane,49000000,20423389,20423389
2787,11/16/1990,Home Alone,15000000,476684675,285761243
1571,11/21/1990,Predator 2,35000000,54768418,28317513
1970,12/21/1990,Kindergarten Cop,26000000,202000000,91457688
973,12/25/1990,The Godfather: Part III,54000000,66520529,66520529
5101,12/31/1990,Going Under,500000,0,0
3278,01/01/91,Return to the Blue Lagoon,11000000,2000000,2000000
3642,01/01/91,Showdown in Little Tokyo,8000000,2275557,2275557
5074,01/01/91,Johnny Suede,500000,55000,55000
5111,01/01/91,Straight out of Brooklyn,450000,2712293,2712293
1362,01/03/91,The Doors,40000000,34416893,34416893
3576,01/03/91,Haakon Haakonsen,8500000,15024232,15024232
5345,01/07/91,The Last Waltz,35000,321952,321952
5363,01/08/91,Slacker,23000,1227508,1227508
1599,1/18/1991,Flight of the Intruder,35000000,14471440,14471440
2973,1/18/1991,White Fang,14000000,34729091,34729091
327,02/07/91,Terminator 2: Judgment Day,100000000,513815401,201858746
2314,2/14/1991,The Silence of the Lambs,20000000,275726716,130726716
2024,3/22/1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,78656813
2130,5/17/1991,Stone Cold,25000000,9286314,9286314
749,5/24/1991,Hudson Hawk,65000000,17218916,17218916
1938,06/12/91,Star Trek VI: The Undiscovered Country,27000000,96900000,74888996
1005,6/14/1991,Robin Hood: Prince of Thieves,50000000,390500000,165493908
2198,6/28/1991,The Naked Gun 2½: The Smell of Fear,23000000,86930411,86930411
2357,7/19/1991,Bill & Ted's Bogus Journey,20000000,37537675,37537675
3750,08/03/91,Nikita,7000000,5017971,5017971
2219,8/23/1991,Harley Davidson and the Marlboro Man,23000000,7018525,7018525
3882,8/30/1991,Beastmaster 2: Through the Portal of Time,6000000,773490,773490
2739,09/08/91,Double Impact,16000000,29090445,29090445
3970,9/13/1991,Freddy's Dead: The Final Nightmare,5000000,34872033,34872033
2173,9/20/1991,The Fisher King,24000000,41798224,41798224
4480,9/29/1991,My Own Private Idaho,2500000,6401336,6401336
3742,10/01/91,Warlock,7000000,8824553,8824553
3989,10/23/1991,House Party 2,5000000,19438638,19438638
3548,10/25/1991,Due occhi diabolici,9000000,349618,349618
643,11/12/91,Hook,70000000,300854823,119654823
2307,11/13/1991,Beauty and the Beast,20000000,451329842,218951625
1524,11/15/1991,Cape Fear,35000000,182291969,79091969
1716,11/22/1991,The Addams Family,30000000,191502246,113502246
2716,11/27/1991,My Girl,16500000,58011485,58011485
2172,12/07/91,Point Break,24000000,83531958,43218387
3802,12/07/91,Boyz n the Hood,6500000,56200634,56190094
1315,12/20/1991,JFK,40000000,205400000,70405498
1732,12/25/1991,The Prince of Tides,30000000,74787599,74787599
3244,12/27/1991,Fried Green Tomatoes,11000000,81204830,81204830
3749,01/05/92,Split Second,7000000,5430822,5430822
1251,01/07/92,Boomerang,42000000,131052444,70052444
1289,01/07/92,A League of Their Own,40000000,132440066,107533925
1265,02/10/92,Hero,42000000,66787173,19487173
3316,02/10/92,The Mighty Ducks,10000000,50752337,50752337
2315,2/14/1992,Wayne's World,20000000,183097323,121697323
1620,2/21/1992,Radio Flyer,35000000,4651977,4651977
1401,2/28/1992,Memoirs of an Invisible Man,40000000,14358033,14358033
3246,3/13/1992,My Cousin Vinny,11000000,52929168,52929168
3609,3/13/1992,Howards End,8000000,26199377,26124872
4049,4/24/1992,A Midnight Clear,5000000,1526697,1526697
1171,05/06/92,Patriot Games,45000000,178100000,83287363
1513,5/15/1992,Lethal Weapon 3,35000000,319700000,144731527
938,5/22/1992,Alien 3,55000000,158500000,54927174
3334,06/03/92,The Lawnmower Man,10000000,32100816,32100816
491,6/18/1992,Batman Returns,80000000,266824291,162833635
1346,07/02/92,Medicine Man,40000000,44948240,44948240
2956,07/08/92,Unforgiven,14400000,159157447,101157447
3259,07/08/92,Raising Cain,11000000,21171695,21171695
934,7/31/1992,Death Becomes Her,55000000,149022650,58422650
3734,7/31/1992,Buffy the Vampire Slayer,7000000,14231669,14231669
4051,9/21/1992,Light Sleeper,5000000,1050861,1050861
1308,9/25/1992,The Last of the Mohicans,40000000,75505856,75505856
3103,9/30/1992,Glengarry Glen Ross,12500000,10725228,10725228
3615,10/04/92,The Player,8000000,28876702,21706101
4802,10/23/1992,Reservoir Dogs,1200000,2832029,2832029
1881,11/11/92,Aladdin,28000000,504050219,217350219
1643,11/12/92,A Few Good Men,33000000,236500000,141340178
3153,11/12/92,The Muppet Christmas Carol,12000000,27281507,27281507
1304,11/13/1992,Bram Stoker's Dracula,40000000,215862692,82522790
1543,11/18/1992,Malcolm X,35000000,48169910,48169910
2308,11/20/1992,Home Alone 2: Lost in New York,20000000,358994850,173585516
2014,11/25/1992,The Bodyguard,25000000,410900000,121945720
4163,11/25/1992,The Crying Game,4000000,62546695,62546695
1581,12/25/1992,Hoffa,35000000,28391473,23365858
4610,01/01/93,Return of the Living Dead 3,2000000,21000,21000
4673,01/01/93,Ed and his Dead Mother,1800000,673,673
2964,01/10/93,Cool Runnings,14000000,155056263,68856263
4983,01/10/93,Ruby in Paradise,800000,1001437,1001437
1674,1/15/1993,Alive,32000000,36299670,36299670
2856,1/15/1993,Nowhere to Run,15000000,52189039,22189039
3806,02/04/93,The Adventures of Huck Finn,6500000,24103594,24103594
3268,2/19/1993,Army of Darkness,11000000,21502976,11502976
5383,2/26/1993,El Mariachi,7000,2041928,2040920
3188,03/09/93,Fortress,12000000,46730578,6730578
2288,3/19/1993,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609
1621,4/16/1993,Bound by Honor,35000000,4496583,4496583
2891,4/23/1993,The Dark Half,15000000,9579068,9579068
3050,05/02/93,Loaded Weapon 1,13000000,27979399,27979399
2267,05/11/93,RoboCop 3,22000000,10696210,10696210
2855,05/11/93,The Remains of the Day,15000000,63954968,22954968
3085,5/14/1993,Excessive Force,13000000,1152117,1152117
4267,5/26/1993,Menace II Society,3500000,27731527,27731527
724,5/28/1993,Cliffhanger,65000000,255000000,84049211
1264,5/28/1993,Super Mario Bros.,42000000,20844907,20844907
1232,06/08/93,The Fugitive,44000000,353715317,183875760
462,6/18/1993,Last Action Hero,85000000,137298489,50016394
1246,6/30/1993,The Firm,42000000,270340892,158340892
3614,07/05/93,Much Ado About Nothing,8000000,22549338,22549338
1904,7/16/1993,Hocus Pocus,28000000,39360491,39360491
2325,7/16/1993,Free Willy,20000000,153698625,77698625
2977,7/23/1993,Poetic Justice,14000000,27450453,27450453
2124,08/10/93,Gettysburg,25000000,10731997,10731997
4351,8/13/1993,Jason Goes to Hell: The Final Friday,3000000,15935068,15935068
3874,8/27/1993,Only the Strong,6000000,3273588,3273588
2824,09/06/93,What's Love Got to Do With It,15000000,39100956,39100956
1636,9/17/1993,The Age of Innocence,34000000,32014993,32014993
3790,9/24/1993,Dazed and Confused,6900000,7950889,7950889
4380,9/24/1993,Warlock: The Armageddon,3000000,3902679,3902679
3101,10/09/93,True Romance,12500000,12309980,12281000
758,11/06/93,Jurassic Park,63000000,1038812584,395708305
2007,11/24/1993,Mrs. Doubtfire,25000000,441286003,219195051
2553,11/24/1993,The Nutcracker,19000000,2119994,2119994
2951,12/02/93,Groundhog Day,14600000,70906973,70906973
4401,12/02/93,Braindead,3000000,242623,242623
3712,12/11/93,The Piano,7000000,40157856,40157856
2015,12/15/1993,Schindler's List,25000000,321365567,96067179
1166,12/17/1993,The Pelican Brief,45000000,187995859,100768056
1972,12/22/1993,Philadelphia,26000000,201324422,77324422
2034,12/25/1993,Tombstone,25000000,56505065,56505065
3270,12/25/1993,What's Eating Gilbert Grape,11000000,9170214,9170214
2250,12/29/1993,Shadowlands,22000000,25842377,25842377
1102,01/07/94,Baby's Day Out,50000000,16581575,16581575
1369,01/07/94,The Shadow,40000000,31835600,31835600
1067,2/18/1994,On Deadly Ground,50000000,38590458,38590458
3363,2/25/1994,Sugar Hill,10000000,18423914,18272447
1385,03/06/94,Renaissance Man,40000000,24172899,24172899
762,03/08/94,Clear and Present Danger,62000000,207500000,122012656
1760,3/18/1994,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856
3130,04/02/94,Ace Ventura: Pet Detective,12000000,107217396,72217396
3419,04/02/94,Romeo Is Bleeding,10000000,3275585,3275585
1209,04/11/94,Frankenstein,45000000,112006296,22006296
3071,4/13/1994,Serial Mom,13000000,7881335,7881335
3630,4/22/1994,The Inkwell,8000000,8864699,8864699
3538,4/29/1994,PCU,9000000,4333569,4333569
2991,5/13/1994,Crooklyn,14000000,13024170,13024170
1060,5/25/1994,Beverly Hills Cop III,50000000,119180938,42586861
1162,5/27/1994,The Flintstones,45000000,358500000,130531208
2446,06/05/94,3 Ninjas Kick Back,20000000,11744960,11744960
906,06/07/94,Forrest Gump,55000000,679850637,330151138
557,6/15/1994,The Lion King,79300000,987480140,422780140
658,6/17/1994,Wolf,70000000,131011757,65011757
761,6/24/1994,Wyatt Earp,63000000,25052000,25052000
1186,07/10/94,The Specialist,45000000,57362581,57362581
333,7/15/1994,True Lies,100000000,365300000,146282411
1169,7/20/1994,The Client,45000000,117615211,92115211
2566,7/29/1994,The Mask,18000000,351620129,119920129
3462,8/26/1994,Police Academy 7: Mission to Moscow,10000000,126247,126247
4729,8/31/1994,Killing Zoe,1500000,418953,418953
4114,09/03/94,Four Weddings and a Funeral,4500000,242895809,52700832
924,09/12/94,Disclosure,55000000,212200000,83015089
1902,9/16/1994,Timecop,28000000,102053581,44853581
2079,9/23/1994,The Shawshank Redemption,25000000,28307092,28241469
4718,9/23/1994,Exotica,1500000,5046118,5046118
1195,9/30/1994,The River Wild,45000000,94215000,46815000
2626,9/30/1994,Ed Wood,18000000,5828466,5828466
1710,10/06/94,Speed,30000000,283200000,121248145
3596,10/14/1994,Pulp Fiction,8000000,212928762,107928762
3618,10/14/1994,Wes Craven's New Nightmare,8000000,18090181,18090181
5010,10/14/1994,Hoop Dreams,700000,11768371,7768371
5353,10/19/1994,Clerks,27000,3894240,3073428
2437,10/21/1994,Bullets Over Broadway,20000000,13383747,13383747
928,10/28/1994,Stargate,55000000,196565669,71565669
1422,11/03/94,The Hudsucker Proxy,40000000,14938149,2816518
2503,11/09/94,Rapa Nui,20000000,305070,305070
1017,11/11/94,Interview with the Vampire: The Vampire Chronicles,50000000,223564608,105264608
2233,11/11/94,The Santa Clause,22000000,189800000,144833357
4043,11/16/1994,Heavenly Creatures,5000000,5438120,3046086
1448,11/18/1994,Star Trek: Generations,38000000,120000000,75671262
2746,11/18/1994,Léon,16000000,45284974,19284974
3343,11/23/1994,A Low Down Dirty Shame,10000000,29317886,29317886
2725,12/16/1994,Dumb & Dumber,16000000,246400000,127175374
1355,12/21/1994,Ri¢hie Ri¢h,40000000,38087756,38087756
2813,12/21/1994,Little Women,15000000,50003303,50003303
1561,12/23/1994,Street Fighter,35000000,99423000,33423000
1734,12/23/1994,Legends of the Fall,30000000,160502573,66502573
1942,12/25/1994,The Jungle Book,27000000,44342956,44342956
3297,12/31/1994,There Goes My Baby,10500000,125169,125169
2138,01/03/95,Tank Girl,25000000,4064333,4064333
3017,01/07/95,Clueless,13700000,56598476,56598476
2927,01/12/95,Things to Do in Denver when You're Dead,15000000,529766,529766
3164,1/13/1995,Tales from the Crypt: Demon Knight,12000000,21089146,21089146
1993,1/27/1995,Highlander III: The Sorcerer,26000000,13738574,13738574
